,Line_1,Line_2,Line_3,Line_4,Line_5,Line_6,Line_7,Line_8
0,0.06637041754564268,0.05965715113346869,0.061999046716506766,0.04585229826474533,0.07141452771039886,0.05339648723284429,0.05501429149095137,0.04874470653850559
1,0.05071770510444947,0.054786597251406145,0.062193177379630024,0.041349030284985044,0.06901486586174868,0.05829602247380163,0.05651212017357719,0.05149992813737135
2,0.05130279773415581,0.05576989194374413,0.06567905251889455,0.05364253558095266,0.07524399580693884,0.05275077827592364,0.05898486813729597,0.05576340069753006
3,0.04748921964490681,0.07284718220719423,0.06769046482487431,0.05780261049552841,0.07251679423814568,0.06281951230003614,0.04782703660323654,0.06237160054927609
4,0.06105785340527275,0.061355654283432204,0.06578469748114094,0.03485210881331949,0.07647605661988979,0.04967219333393101,0.05210946911379166,0.055486001566396055
5,0.03888922912183802,0.05654103047401453,0.06507107781226713,0.05341698418271692,0.07312648420128749,0.04795724575840487,0.06439769220550377,0.056688998040061736
6,0.06721368234951536,0.06233640839267226,0.05796403942339873,0.05576590451889344,0.0789316759391062,0.0483971149367036,0.06394831304629034,0.05513222053844492
7,0.04967155169373428,0.07570178595535189,0.06739807407688828,0.04802807017944685,0.0750676695066772,0.051437777663347804,0.05545462455439489,0.05641750176220768
8,0.05723327367239969,0.061841112667371405,0.06509639143892293,0.03880439180598888,0.08495349864484866,0.05052353840576109,0.07348427931300365,0.046068239856922044
9,0.05325440737165813,0.06532042176795193,0.07416535517120727,0.05118007190526413,0.06451819538554454,0.06282431561481457,0.048554184619538095,0.05564741680778623
10,0.06523475555931482,0.0631011922396908,0.07479026091911356,0.044914478187531096,0.07076541655872545,0.053694002007687265,0.056240102318760164,0.05350736805190827
11,0.04057901503351642,0.058534251074545365,0.0656664077573555,0.04237647623324046,0.07850743445824356,0.049629296842490254,0.05715328205491624,0.05454540415291322
12,0.052743079571905445,0.053002372613845015,0.06062243544918897,0.03861965118599823,0.08664162853403198,0.059457531907119165,0.03665531999882768,0.05893869244749319
13,0.05231161951732109,0.05855460094310985,0.058251426332912,0.04930322497585729,0.0727568261114227,0.05265390424471363,0.07450023050892864,0.049554574871928915
14,0.06293638609634807,0.05953774036637655,0.06781144918657701,0.050756841195516086,0.07421834496589194,0.050052586493834414,0.06193065611632046,0.054323935780762965
15,0.047300761128801785,0.06510636233827538,0.06469606061513704,0.04225881562192125,0.07286842878743197,0.0585033557105972,0.05064328494473766,0.05262110493781197
16,0.05379300254714695,0.06687288389712154,0.06090531691986032,0.049123458022440225,0.08065728556293796,0.05749344870631213,0.07540938754285956,0.0583384160397989
17,0.048854991074550394,0.0675177145691249,0.06439237171150822,0.03913395166226114,0.0725634606826199,0.05326017326817909,0.06368529600137905,0.061278165208124714
